no_transect,length_transect,no_point,dem,x_image,y_image,x_geo,y_geo,elevation,slope,geometry,index_right,id
5,100.00000000004763,14,dem_sample_model.tif,30,27,195381.0212204453,681757.8212427401,4.0,11.18,POINT (14.359829761945733 53.91058577003067),,
5,100.00000000004763,15,dem_sample_model.tif,30,28,195381.485542135,681756.9355761164,4.0,11.18,POINT (14.35983769092309 53.910578106251386),,
5,100.00000000004763,16,dem_sample_model.tif,31,28,195381.94986382464,681756.0499094926,5.0,21.57,POINT (14.359845619897484 53.91057044247151),,
5,100.00000000004763,17,dem_sample_model.tif,31,28,195382.41418551432,681755.1642428688,5.0,21.57,POINT (14.359853548868918 53.910562778691045),,
5,100.00000000004763,18,dem_sample_model.tif,32,28,195382.878507204,681754.278576245,6.0,15.62,POINT (14.35986147783739 53.91055511490998),,
5,100.00000000004763,19,dem_sample_model.tif,32,29,195383.34282889368,681753.3929096212,6.0,14.04,POINT (14.3598694068029 53.91054745112834),,
5,100.00000000004763,20,dem_sample_model.tif,32,29,195383.8071505833,681752.5072429974,6.0,14.04,POINT (14.359877335765447 53.91053978734611),,
5,100.00000000004763,21,dem_sample_model.tif,33,29,195384.27147227305,681751.6215763736,6.0,0.0,POINT (14.359885264725035 53.910532123563264),,
5,100.00000000004763,22,dem_sample_model.tif,33,29,195384.7357939627,681750.7359097499,6.0,0.0,POINT (14.359893193681659 53.91052445977985),,
5,100.00000000004763,23,dem_sample_model.tif,34,29,195385.20011565235,681749.850243126,6.0,0.0,POINT (14.35990112263532 53.91051679599584),,
5,100.00000000004763,24,dem_sample_model.tif,34,30,195385.66443734203,681748.9645765022,6.0,5.05,POINT (14.359909051586024 53.91050913221123),,
5,100.00000000004763,25,dem_sample_model.tif,35,30,195386.1287590317,681748.0789098785,6.0,7.13,POINT (14.359916980533761 53.91050146842605),,
5,100.00000000004763,26,dem_sample_model.tif,35,30,195386.5930807214,681747.1932432547,6.0,7.13,POINT (14.359924909478542 53.91049380464026),,
5,100.00000000004763,27,dem_sample_model.tif,36,30,195387.05740241104,681746.3075766308,6.0,5.05,POINT (14.35993283842036 53.91048614085388),,
5,100.00000000004763,28,dem_sample_model.tif,36,31,195387.52172410072,681745.4219100071,6.0,11.18,POINT (14.35994076735921 53.91047847706692),,
5,100.00000000004763,29,dem_sample_model.tif,36,31,195387.9860457904,681744.5362433833,6.0,11.18,POINT (14.359948696295108 53.91047081327936),,
5,100.00000000004763,30,dem_sample_model.tif,37,31,195388.45036748005,681743.6505767595,6.0,0.0,POINT (14.35995662522804 53.91046314949121),,
5,100.00000000004763,31,dem_sample_model.tif,37,31,195388.91468916973,681742.7649101357,6.0,0.0,POINT (14.359964554158012 53.910455485702464),,
5,100.00000000004763,32,dem_sample_model.tif,38,32,195389.3790108594,681741.8792435119,6.0,11.18,POINT (14.359972483085022 53.91044782191314),,
5,100.00000000004763,33,dem_sample_model.tif,38,32,195389.8433325491,681740.9935768881,6.0,11.18,POINT (14.359980412009067 53.910440158123215),,
5,100.00000000004763,34,dem_sample_model.tif,39,32,195390.30765423877,681740.1079102643,5.0,15.62,POINT (14.359988340930155 53.91043249433271),,
5,100.00000000004763,35,dem_sample_model.tif,39,32,195390.7719759284,681739.2222436406,5.0,15.62,POINT (14.359996269848278 53.91042483054161),,
5,100.00000000004763,36,dem_sample_model.tif,40,32,195391.2362976181,681738.3365770167,5.0,5.05,POINT (14.360004198763441 53.9104171667499),,
5,100.00000000004763,37,dem_sample_model.tif,40,33,195391.70061930772,681737.4509103929,5.0,11.18,POINT (14.360012127675642 53.91040950295763),,
5,100.00000000004763,38,dem_sample_model.tif,40,33,195392.16494099743,681736.5652437692,5.0,11.18,POINT (14.360020056584883 53.91040183916475),,
5,100.00000000004763,39,dem_sample_model.tif,41,33,195392.6292626871,681735.6795771454,5.0,0.0,POINT (14.360027985491161 53.91039417537129),,
5,100.00000000004763,40,dem_sample_model.tif,41,33,195393.0935843768,681734.7939105215,5.0,0.0,POINT (14.36003591439448 53.91038651157723),,
5,100.00000000004763,41,dem_sample_model.tif,42,34,195393.55790606645,681733.9082438977,5.0,0.0,POINT (14.360043843294834 53.910378847782574),,
5,100.00000000004763,42,dem_sample_model.tif,42,34,195394.02222775613,681733.022577274,5.0,0.0,POINT (14.360051772192227 53.91037118398733),,
5,100.00000000004763,43,dem_sample_model.tif,43,34,195394.4865494458,681732.1369106502,5.0,0.0,POINT (14.360059701086659 53.9103635201915),,
5,100.00000000004763,44,dem_sample_model.tif,43,34,195394.95087113543,681731.2512440264,5.0,0.0,POINT (14.36006762997813 53.910355856395086),,
5,100.00000000004763,45,dem_sample_model.tif,44,35,195395.41519282517,681730.3655774026,5.0,14.04,POINT (14.360075558866638 53.910348192598065),,
5,100.00000000004763,46,dem_sample_model.tif,44,35,195395.8795145148,681729.4799107788,5.0,14.04,POINT (14.360083487752187 53.91034052880046),,
5,100.00000000004763,47,dem_sample_model.tif,44,35,195396.34383620447,681728.594244155,5.0,14.04,POINT (14.36009141663477 53.910332865002275),,
5,100.00000000004763,48,dem_sample_model.tif,45,35,195396.80815789412,681727.7085775313,6.0,17.68,POINT (14.360099345514394 53.91032520120349),,
5,100.00000000004763,49,dem_sample_model.tif,45,35,195397.27247958383,681726.8229109074,6.0,17.68,POINT (14.360107274391058 53.91031753740411),,
5,100.00000000004763,50,dem_sample_model.tif,46,36,195397.7368012735,681725.9372442836,6.0,11.18,POINT (14.360115203264758 53.91030987360414),,
5,100.00000000004763,51,dem_sample_model.tif,46,36,195398.2011229632,681725.0515776598,6.0,11.18,POINT (14.360123132135502 53.91030220980357),,
5,100.00000000004763,52,dem_sample_model.tif,47,36,195398.66544465284,681724.1659110361,6.0,5.05,POINT (14.360131061003278 53.91029454600243),,
5,100.00000000004763,53,dem_sample_model.tif,47,36,195399.1297663425,681723.2802444122,6.0,5.05,POINT (14.360138989868094 53.910286882200694),,
5,100.00000000004763,54,dem_sample_model.tif,48,37,195399.59408803217,681722.3945777884,6.0,14.04,POINT (14.360146918729948 53.91027921839837),,
5,100.00000000004763,55,dem_sample_model.tif,48,37,195400.05840972185,681721.5089111647,6.0,14.04,POINT (14.360154847588843 53.91027155459544),,
5,100.00000000004763,56,dem_sample_model.tif,48,37,195400.52273141156,681720.6232445409,6.0,14.04,POINT (14.360162776444774 53.91026389079193),,
5,100.00000000004763,57,dem_sample_model.tif,49,37,195400.9870531012,681719.737577917,5.0,14.04,POINT (14.360170705297744 53.910256226987826),,
5,100.00000000004763,58,dem_sample_model.tif,49,38,195401.4513747909,681718.8519112933,5.0,11.18,POINT (14.360178634147752 53.91024856318314),,
5,100.00000000004763,59,dem_sample_model.tif,50,38,195401.91569648052,681717.9662446695,5.0,0.0,POINT (14.360186562994802 53.91024089937785),,
5,100.00000000004763,60,dem_sample_model.tif,50,38,195402.38001817025,681717.0805780457,5.0,0.0,POINT (14.360194491838888 53.91023323557196),,
5,100.00000000004763,61,dem_sample_model.tif,51,38,195402.84433985988,681716.194911422,5.0,14.04,POINT (14.360202420680013 53.9102255717655),,
5,100.00000000004763,62,dem_sample_model.tif,51,39,195403.3086615496,681715.3092447981,5.0,14.04,POINT (14.360210349518177 53.91021790795845),,
5,100.00000000004763,63,dem_sample_model.tif,52,39,195403.77298323924,681714.4235781743,4.0,14.04,POINT (14.360218278353377 53.91021024415079),,
5,100.00000000004763,64,dem_sample_model.tif,52,39,195404.2373049289,681713.5379115505,4.0,14.04,POINT (14.360226207185617 53.91020258034255),,
5,100.00000000004763,65,dem_sample_model.tif,52,39,195404.70162661857,681712.6522449268,4.0,14.04,POINT (14.360234136014894 53.91019491653372),,
5,100.00000000004763,66,dem_sample_model.tif,53,39,195405.16594830825,681711.766578303,4.0,14.04,POINT (14.360242064841211 53.91018725272429),,
5,100.00000000004763,67,dem_sample_model.tif,53,40,195405.63026999796,681710.8809116791,4.0,14.04,POINT (14.36024999366457 53.91017958891428),,
5,100.00000000004763,68,dem_sample_model.tif,54,40,195406.0945916876,681709.9952450554,5.0,14.04,POINT (14.360257922484962 53.91017192510368),,
5,100.00000000004763,69,dem_sample_model.tif,54,40,195406.5589133773,681709.1095784316,5.0,14.04,POINT (14.360265851302396 53.91016426129248),,
5,100.00000000004763,70,dem_sample_model.tif,55,40,195407.0232350669,681708.2239118078,5.0,5.05,POINT (14.360273780116865 53.910156597480686),,
5,100.00000000004763,71,dem_sample_model.tif,55,41,195407.48755675665,681707.338245184,5.0,11.18,POINT (14.360281708928376 53.91014893366832),,
5,100.00000000004763,72,dem_sample_model.tif,56,41,195407.95187844627,681706.4525785602,6.0,15.62,POINT (14.36028963773692 53.91014126985535),,
5,100.00000000004763,73,dem_sample_model.tif,56,41,195408.41620013595,681705.5669119364,6.0,15.62,POINT (14.36029756654251 53.91013360604179),,
5,100.00000000004763,74,dem_sample_model.tif,56,41,195408.88052182563,681704.6812453126,6.0,15.62,POINT (14.360305495345134 53.910125942227644),,
5,100.00000000004763,75,dem_sample_model.tif,57,42,195409.34484351528,681703.7955786888,6.0,11.18,POINT (14.360313424144797 53.9101182784129),,
5,100.00000000004763,76,dem_sample_model.tif,57,42,195409.80916520496,681702.909912065,6.0,11.18,POINT (14.3603213529415 53.91011061459757),,
5,100.00000000004763,77,dem_sample_model.tif,58,42,195410.27348689464,681702.0242454412,6.0,5.05,POINT (14.36032928173524 53.91010295078165),,
5,100.00000000004763,78,dem_sample_model.tif,58,42,195410.73780858432,681701.1385788175,6.0,5.05,POINT (14.36033721052602 53.91009528696512),,
5,100.00000000004763,79,dem_sample_model.tif,59,42,195411.202130274,681700.2529121937,6.0,11.18,POINT (14.360345139313836 53.91008762314803),,
5,100.00000000004763,80,dem_sample_model.tif,59,43,195411.66645196365,681699.3672455698,6.0,14.04,POINT (14.360353068098691 53.910079959330325),,
5,100.00000000004763,81,dem_sample_model.tif,60,43,195412.13077365333,681698.4815789461,7.0,14.04,POINT (14.360360996880589 53.91007229551204),,
5,100.00000000004763,82,dem_sample_model.tif,60,43,195412.595095343,681697.5959123223,7.0,14.04,POINT (14.360368925659518 53.91006463169316),,
5,100.00000000004763,83,dem_sample_model.tif,60,43,195413.05941703267,681696.7102456985,7.0,14.04,POINT (14.36037685443549 53.9100569678737),,
5,100.00000000004763,84,dem_sample_model.tif,61,44,195413.52373872235,681695.8245790747,7.0,0.0,POINT (14.3603847832085 53.910049304053636),,
5,100.00000000004763,85,dem_sample_model.tif,61,44,195413.98806041203,681694.9389124509,7.0,0.0,POINT (14.360392711978546 53.910041640233),,
5,100.00000000004763,86,dem_sample_model.tif,62,44,195414.45238210168,681694.0532458271,7.0,14.04,POINT (14.360400640745636 53.91003397641175),,
5,100.00000000004763,87,dem_sample_model.tif,62,44,195414.91670379136,681693.1675792033,7.0,14.04,POINT (14.360408569509763 53.91002631258991),,
5,100.00000000004763,88,dem_sample_model.tif,63,45,195415.38102548104,681692.2819125796,6.0,11.18,POINT (14.360416498270926 53.91001864876748),,
5,100.00000000004763,89,dem_sample_model.tif,63,45,195415.8453471707,681691.3962459557,6.0,11.18,POINT (14.360424427029129 53.91001098494447),,
5,100.00000000004763,90,dem_sample_model.tif,63,45,195416.3096688604,681690.5105793319,6.0,11.18,POINT (14.360432355784372 53.91000332112087),,
5,100.00000000004763,91,dem_sample_model.tif,64,45,195416.77399055005,681689.6249127082,6.0,11.18,POINT (14.360440284536649 53.909995657296676),,
5,100.00000000004763,92,dem_sample_model.tif,64,45,195417.23831223973,681688.7392460844,6.0,11.18,POINT (14.360448213285968 53.90998799347189),,
5,100.00000000004763,93,dem_sample_model.tif,65,46,195417.70263392935,681687.8535794605,6.0,7.13,POINT (14.360456142032323 53.909980329646515),,
5,100.00000000004763,94,dem_sample_model.tif,65,46,195418.16695561903,681686.9679128368,6.0,7.13,POINT (14.36046407077572 53.90997266582055),,
5,100.00000000004763,95,dem_sample_model.tif,66,46,195418.63127730877,681686.082246213,6.0,5.05,POINT (14.360471999516156 53.90996500199399),,
5,100.00000000004763,96,dem_sample_model.tif,66,46,195419.0955989984,681685.1965795892,6.0,5.05,POINT (14.360479928253627 53.90995733816683),,
5,100.00000000004763,97,dem_sample_model.tif,67,47,195419.55992068807,681684.3109129653,6.0,0.0,POINT (14.360487856988136 53.90994967433908),,
5,100.00000000004763,98,dem_sample_model.tif,67,47,195420.02424237772,681683.4252463416,6.0,0.0,POINT (14.360495785719689 53.909942010510754),,
5,100.00000000004763,99,dem_sample_model.tif,67,47,195420.48856406743,681682.5395797178,6.0,0.0,POINT (14.360503714448273 53.90993434668183),,
