no_transect,length_transect,no_point,dem,x_image,y_image,x_geo,y_geo,elevation,slope
4,99.99999999995727,24,dem_sample_model.tif,35,29,204037.8939913672,686284.9565099666,0.0,0.0
4,99.99999999995727,25,dem_sample_model.tif,36,29,204038.30774714728,686284.0461220525,0.0,0.0
4,99.99999999995727,26,dem_sample_model.tif,36,29,204038.7215029274,686283.1357341382,0.0,0.0
4,99.99999999995727,27,dem_sample_model.tif,37,30,204039.1352587075,686282.2253462239,0.0,0.0
4,99.99999999995727,28,dem_sample_model.tif,37,30,204039.54901448762,686281.3149583096,0.0,0.0
4,99.99999999995727,29,dem_sample_model.tif,38,30,204039.96277026774,686280.4045703954,0.0,0.0
4,99.99999999995727,30,dem_sample_model.tif,38,30,204040.37652604785,686279.4941824812,0.0,0.0
4,99.99999999995727,31,dem_sample_model.tif,38,30,204040.79028182797,686278.5837945669,0.0,0.0
4,99.99999999995727,32,dem_sample_model.tif,39,31,204041.20403760805,686277.6734066526,0.0,0.0
4,99.99999999995727,33,dem_sample_model.tif,39,31,204041.61779338817,686276.7630187384,0.0,0.0
4,99.99999999995727,34,dem_sample_model.tif,40,31,204042.03154916828,686275.8526308241,0.0,0.0
4,99.99999999995727,35,dem_sample_model.tif,40,31,204042.4453049484,686274.9422429099,0.0,0.0
4,99.99999999995727,36,dem_sample_model.tif,41,31,204042.85906072852,686274.0318549956,0.0,0.0
4,99.99999999995727,37,dem_sample_model.tif,41,32,204043.27281650863,686273.1214670814,0.0,0.0
4,99.99999999995727,38,dem_sample_model.tif,42,32,204043.68657228875,686272.2110791671,0.0,0.0
4,99.99999999995727,39,dem_sample_model.tif,42,32,204044.10032806883,686271.3006912528,0.0,0.0
4,99.99999999995727,40,dem_sample_model.tif,43,32,204044.51408384895,686270.3903033385,0.0,0.0
4,99.99999999995727,41,dem_sample_model.tif,43,32,204044.92783962906,686269.4799154244,0.0,0.0
4,99.99999999995727,42,dem_sample_model.tif,43,33,204045.34159540918,686268.5695275101,0.0,0.0
4,99.99999999995727,43,dem_sample_model.tif,44,33,204045.7553511893,686267.6591395958,0.0,0.0
4,99.99999999995727,44,dem_sample_model.tif,44,33,204046.1691069694,686266.7487516815,0.0,0.0
4,99.99999999995727,45,dem_sample_model.tif,45,33,204046.58286274952,686265.8383637673,0.0,0.0
4,99.99999999995727,46,dem_sample_model.tif,45,33,204046.9966185296,686264.9279758531,0.0,0.0
4,99.99999999995727,47,dem_sample_model.tif,46,34,204047.41037430972,686264.0175879388,0.0,0.0
4,99.99999999995727,48,dem_sample_model.tif,46,34,204047.82413008984,686263.1072000245,0.0,0.0
4,99.99999999995727,49,dem_sample_model.tif,47,34,204048.23788586995,686262.1968121103,0.0,0.0
4,99.99999999995727,50,dem_sample_model.tif,47,34,204048.65164165007,686261.286424196,0.0,0.0
4,99.99999999995727,51,dem_sample_model.tif,48,34,204049.06539743018,686260.3760362818,0.0,5.05
4,99.99999999995727,52,dem_sample_model.tif,48,35,204049.4791532103,686259.4656483675,0.0,14.85
4,99.99999999995727,53,dem_sample_model.tif,48,35,204049.89290899038,686258.5552604533,0.0,14.85
4,99.99999999995727,54,dem_sample_model.tif,49,35,204050.3066647705,686257.644872539,1.0,14.85
4,99.99999999995727,55,dem_sample_model.tif,49,35,204050.7204205506,686256.7344846247,1.0,14.85
4,99.99999999995727,56,dem_sample_model.tif,50,36,204051.13417633073,686255.8240967104,1.0,5.05
4,99.99999999995727,57,dem_sample_model.tif,50,36,204051.54793211084,686254.9137087963,1.0,5.05
4,99.99999999995727,58,dem_sample_model.tif,51,36,204051.96168789096,686254.003320882,1.0,20.02
4,99.99999999995727,59,dem_sample_model.tif,51,36,204052.37544367107,686253.0929329677,1.0,20.02
4,99.99999999995727,60,dem_sample_model.tif,52,36,204052.78919945116,686252.1825450534,1.0,41.47
4,99.99999999995727,61,dem_sample_model.tif,52,37,204053.20295523127,686251.2721571391,4.0,56.54
4,99.99999999995727,62,dem_sample_model.tif,53,37,204053.6167110114,686250.361769225,6.0,63.89
4,99.99999999995727,63,dem_sample_model.tif,53,37,204054.0304667915,686249.4513813107,6.0,63.89
4,99.99999999995727,64,dem_sample_model.tif,53,37,204054.44422257162,686248.5409933964,6.0,63.89
4,99.99999999995727,65,dem_sample_model.tif,54,37,204054.85797835173,686247.6306054821,9.0,65.06
4,99.99999999995727,66,dem_sample_model.tif,54,38,204055.27173413185,686246.7202175679,13.0,61.69
4,99.99999999995727,67,dem_sample_model.tif,55,38,204055.68548991194,686245.8098296537,14.0,54.42
4,99.99999999995727,68,dem_sample_model.tif,55,38,204056.09924569205,686244.8994417394,14.0,54.42
4,99.99999999995727,69,dem_sample_model.tif,56,38,204056.51300147217,686243.9890538251,15.0,47.55
4,99.99999999995727,70,dem_sample_model.tif,56,38,204056.92675725228,686243.0786659109,15.0,47.55
4,99.99999999995727,71,dem_sample_model.tif,57,39,204057.3405130324,686242.1682779966,17.0,39.98
4,99.99999999995727,72,dem_sample_model.tif,57,39,204057.7542688125,686241.2578900823,17.0,39.98
4,99.99999999995727,73,dem_sample_model.tif,58,39,204058.1680245926,686240.3475021682,18.0,42.03
4,99.99999999995727,74,dem_sample_model.tif,58,39,204058.5817803727,686239.4371142539,18.0,42.03
4,99.99999999995727,75,dem_sample_model.tif,58,39,204058.99553615283,686238.5267263396,18.0,42.03
4,99.99999999995727,76,dem_sample_model.tif,59,40,204059.40929193294,686237.6163384253,21.0,51.34
4,99.99999999995727,77,dem_sample_model.tif,59,40,204059.82304771306,686236.705950511,21.0,51.34
4,99.99999999995727,78,dem_sample_model.tif,60,40,204060.23680349317,686235.7955625969,23.0,51.34
4,99.99999999995727,79,dem_sample_model.tif,60,40,204060.6505592733,686234.8851746826,23.0,51.34
4,99.99999999995727,80,dem_sample_model.tif,61,40,204061.06431505337,686233.9747867683,24.0,51.34
4,99.99999999995727,81,dem_sample_model.tif,61,41,204061.4780708335,686233.064398854,26.0,49.3
4,99.99999999995727,82,dem_sample_model.tif,62,41,204061.8918266136,686232.1540109398,28.0,46.79
4,99.99999999995727,83,dem_sample_model.tif,62,41,204062.30558239372,686231.2436230255,28.0,46.79
4,99.99999999995727,84,dem_sample_model.tif,63,41,204062.71933817383,686230.3332351113,29.0,41.61
4,99.99999999995727,85,dem_sample_model.tif,63,42,204063.13309395395,686229.422847197,30.0,41.61
4,99.99999999995727,86,dem_sample_model.tif,63,42,204063.54684973406,686228.5124592828,30.0,41.61
4,99.99999999995727,87,dem_sample_model.tif,64,42,204063.96060551415,686227.6020713685,31.0,39.18
4,99.99999999995727,88,dem_sample_model.tif,64,42,204064.37436129426,686226.6916834542,31.0,39.18
4,99.99999999995727,89,dem_sample_model.tif,65,42,204064.78811707438,686225.78129554,32.0,35.47
4,99.99999999995727,90,dem_sample_model.tif,65,43,204065.2018728545,686224.8709076258,33.0,32.76
4,99.99999999995727,91,dem_sample_model.tif,66,43,204065.6156286346,686223.9605197115,34.0,31.75
4,99.99999999995727,92,dem_sample_model.tif,66,43,204066.02938441472,686223.0501317972,34.0,31.75
4,99.99999999995727,93,dem_sample_model.tif,67,43,204066.44314019484,686222.1397438829,35.0,19.47
4,99.99999999995727,94,dem_sample_model.tif,67,43,204066.85689597492,686221.2293559688,35.0,19.47
4,99.99999999995727,95,dem_sample_model.tif,68,44,204067.27065175504,686220.3189680545,35.0,0.0
4,99.99999999995727,96,dem_sample_model.tif,68,44,204067.68440753515,686219.4085801402,35.0,0.0
4,99.99999999995727,97,dem_sample_model.tif,69,44,204068.09816331527,686218.4981922259,35.0,11.18
4,99.99999999995727,98,dem_sample_model.tif,69,44,204068.51191909538,686217.5878043117,35.0,11.18
